Document,L0 Out of Scope-L0 Out of Scope,L0 Out of Scope-L0 Heading,L0 Out of Scope-L1 Background,L0 Out of Scope-L1 Analysis,L0 Out of Scope-L2 Introductory Summary,L0 Out of Scope-L2 Outcome,L0 Out of Scope-Not Marked,L0 Heading-L0 Out of Scope,L0 Heading-L0 Heading,L0 Heading-L1 Background,L0 Heading-L1 Analysis,L0 Heading-L2 Introductory Summary,L0 Heading-L2 Outcome,L0 Heading-Not Marked,L1 Background-L0 Out of Scope,L1 Background-L0 Heading,L1 Background-L1 Background,L1 Background-L1 Analysis,L1 Background-L2 Introductory Summary,L1 Background-L2 Outcome,L1 Background-Not Marked,L1 Analysis-L0 Out of Scope,L1 Analysis-L0 Heading,L1 Analysis-L1 Background,L1 Analysis-L1 Analysis,L1 Analysis-L2 Introductory Summary,L1 Analysis-L2 Outcome,L1 Analysis-Not Marked,L2 Introductory Summary-L0 Out of Scope,L2 Introductory Summary-L0 Heading,L2 Introductory Summary-L1 Background,L2 Introductory Summary-L1 Analysis,L2 Introductory Summary-L2 Introductory Summary,L2 Introductory Summary-L2 Outcome,L2 Introductory Summary-Not Marked,L2 Outcome-L0 Out of Scope,L2 Outcome-L0 Heading,L2 Outcome-L1 Background,L2 Outcome-L1 Analysis,L2 Outcome-L2 Introductory Summary,L2 Outcome-L2 Outcome,L2 Outcome-Not Marked,Not Marked-L0 Out of Scope,Not Marked-L0 Heading,Not Marked-L1 Background,Not Marked-L1 Analysis,Not Marked-L2 Introductory Summary,Not Marked-L2 Outcome,Not Marked-Not Marked
United_States-EN-1-22.txt,508,0,0,0,0,11,0,0,307,0,2,0,0,0,0,9,8135,0,1,0,1,0,5,0,13701,0,0,0,0,0,0,0,2664,0,0,0,1,0,0,0,1334,0,2,0,0,8,0,2,4
United_States-EN-1-28.txt,578,0,0,0,0,0,2,0,1717,1,126,2,0,0,0,39,3262,0,1,0,2,0,400,0,89124,0,0,0,0,0,0,0,1789,0,0,0,3,0,0,0,168,0,3,0,3,2,0,1,3
United_States-EN-1-27.txt,580,0,0,0,0,19,1,0,1955,1,221,1,0,0,34,2,2078,0,0,0,1,0,179,1184,86663,0,0,1,0,0,0,0,1871,0,0,0,1,0,0,0,150,0,1,0,3,2,0,2,3
United_States-EN-1-25.txt,59,0,0,0,0,0,0,284,103,0,0,0,0,0,0,1,5056,0,1,0,0,0,5,973,9237,0,0,0,0,0,0,0,839,0,0,0,1,0,0,0,307,0,5,0,9,19,0,0,3
United_States-EN-1-26.txt,50,0,0,0,0,0,0,332,12,0,0,0,0,0,0,1,0,1962,0,0,0,0,2,1472,4329,0,0,0,0,0,788,0,0,0,0,0,19,0,27,0,529,0,3,0,3,6,0,1,9
United_States-EN-1-30.txt,358,0,0,0,0,0,0,0,179,0,0,0,0,0,0,1,1827,0,0,0,0,0,6,1458,12164,0,0,0,0,0,0,0,1187,0,0,54,2,0,0,0,1047,0,6,0,6,2,1,0,9
United_States-EN-1-35.txt,117,0,0,0,0,34,1,318,68,0,0,0,0,0,0,3,2858,9805,0,0,1,0,1,0,10971,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,588,0,4,0,0,3,0,3,2
United_States-EN-1-31.txt,245,0,0,0,0,0,0,145,243,10,1,0,16,1,0,0,930,0,1,0,0,0,11,0,12158,0,0,0,0,0,0,0,472,0,0,0,0,0,0,0,892,0,2,0,2,2,0,7,5
United_States-EN-1-34.txt,101,0,0,0,0,16,4,302,34,0,0,0,0,0,0,1,2812,0,1,0,0,0,2,0,1940,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,294,0,1,0,1,2,0,2,4
United_States-EN-1-33.txt,55,0,0,0,0,0,0,341,493,0,62,0,0,0,0,7,12291,14680,0,0,3,0,8,0,17826,0,0,0,0,0,0,0,1201,0,0,41,0,0,595,0,506,1,8,0,1,5,1,0,4
United_States-EN-1-36.txt,1005,0,0,0,0,0,0,59,56,0,0,0,16,1,1,19,3549,0,0,0,1,0,117,0,6817,0,0,0,0,0,354,0,0,0,0,0,2,0,0,0,706,0,13,0,0,2,0,5,33
United_States-EN-1-37.txt,387,0,0,0,0,16,0,0,135,0,3,0,0,0,0,1,4308,0,1,0,0,0,2,1447,14353,0,0,0,0,0,0,0,199,0,0,0,1,0,0,0,214,0,2,0,10,2,1,1,9
United_States-EN-1-38.txt,367,0,0,0,0,0,0,0,291,1,0,1,0,0,0,2,1686,1910,0,0,0,0,6,1042,8052,0,0,1,1,0,0,0,432,0,1,48,1,0,0,0,568,0,9,2,2,12,0,0,1
United_States-EN-1-41.txt,418,0,0,0,0,0,0,0,552,0,0,0,0,0,0,69,31894,0,0,0,0,0,288,0,48866,0,0,0,0,0,286,0,0,0,0,0,2,0,0,0,561,0,2,0,1,2,0,1,6
United_States-EN-1-45.txt,202,0,0,0,0,71,0,0,349,0,6,0,0,0,0,4,3065,0,1087,0,0,0,48,0,38627,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1734,0,2,1,2,5,0,5,10
United_States-EN-1-39.txt,0,0,0,0,0,21,0,587,252,4,12,0,0,0,0,0,2906,0,0,0,0,0,50,0,36921,0,0,0,0,0,872,0,0,0,0,0,0,0,233,0,726,0,5,0,1,2,0,1,16
