Document,L0 Out of Scope-L0 Out of Scope,L0 Out of Scope-L0 Heading,L0 Out of Scope-L1 Background,L0 Out of Scope-L1 Analysis,L0 Out of Scope-L2 Introductory Summary,L0 Out of Scope-L2 Outcome,L0 Out of Scope-Not Marked,L0 Heading-L0 Out of Scope,L0 Heading-L0 Heading,L0 Heading-L1 Background,L0 Heading-L1 Analysis,L0 Heading-L2 Introductory Summary,L0 Heading-L2 Outcome,L0 Heading-Not Marked,L1 Background-L0 Out of Scope,L1 Background-L0 Heading,L1 Background-L1 Background,L1 Background-L1 Analysis,L1 Background-L2 Introductory Summary,L1 Background-L2 Outcome,L1 Background-Not Marked,L1 Analysis-L0 Out of Scope,L1 Analysis-L0 Heading,L1 Analysis-L1 Background,L1 Analysis-L1 Analysis,L1 Analysis-L2 Introductory Summary,L1 Analysis-L2 Outcome,L1 Analysis-Not Marked,L2 Introductory Summary-L0 Out of Scope,L2 Introductory Summary-L0 Heading,L2 Introductory Summary-L1 Background,L2 Introductory Summary-L1 Analysis,L2 Introductory Summary-L2 Introductory Summary,L2 Introductory Summary-L2 Outcome,L2 Introductory Summary-Not Marked,L2 Outcome-L0 Out of Scope,L2 Outcome-L0 Heading,L2 Outcome-L1 Background,L2 Outcome-L1 Analysis,L2 Outcome-L2 Introductory Summary,L2 Outcome-L2 Outcome,L2 Outcome-Not Marked,Not Marked-L0 Out of Scope,Not Marked-L0 Heading,Not Marked-L1 Background,Not Marked-L1 Analysis,Not Marked-L2 Introductory Summary,Not Marked-L2 Outcome,Not Marked-Not Marked
France-FR-1-72.txt,4457,0,0,0,0,0,0,0,38,0,0,0,0,0,0,1,380,1474,0,0,1,0,0,0,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,3
France-FR-1-75.txt,14144,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,398,3316,0,0,1,0,0,0,2155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,122,0,0,0,2,1,0,0,1
France-FR-1-73.txt,4933,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,3209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,5
France-FR-1-74.txt,7981,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,885,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,261,0,0,0,0,0,0,0,10
France-FR-1-76.txt,5279,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,444,192,0,0,3,0,0,0,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,784,0,0,0,0,3,0,0,7
France-FR-1-78.txt,36541,0,3143,0,0,0,3,0,283,0,0,0,0,0,0,0,1315,0,0,0,0,0,2,0,4398,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,586,0,3,1,3,1,0,0,1
France-FR-1-79.txt,5939,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,1634,3538,0,0,1,0,0,0,877,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,261,0,0,0,0,1,0,0,2
France-FR-1-80.txt,4862,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,774,0,2,0,0,0,0,0,3
France-FR-1-82.txt,9506,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,839,0,0,0,0,0,0,1426,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,977,0,0,0,0,1,0,0,4
France-FR-1-81.txt,7688,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,753,1898,0,0,1,0,0,0,687,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,173,0,0,0,0,1,0,0,4
France-FR-1-83.txt,12495,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,1171,1971,0,0,0,0,0,0,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,284,0,0,0,0,1,0,0,4
France-FR-1-85.txt,6169,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,3253,0,0,0,0,0,0,836,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,464,0,0,0,0,1,0,0,4
France-FR-1-84.txt,15090,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,554,0,0,0,0,0,1,0,2815,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87,0,0,0,0,0,0,0,6
France-FR-1-86.txt,4992,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,701,0,0,0,0,0,0,648,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,868,0,0,0,0,1,0,0,4
France-FR-1-88.txt,13326,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,1454,0,0,0,0,0,0,772,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,576,0,0,0,0,1,0,0,4
France-FR-1-87.txt,11499,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,1653,0,0,0,0,0,0,0,3625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,133,0,0,0,1,0,0,0,4
France-FR-1-89.txt,21857,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,376,1861,0,0,1,0,0,0,1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,1,0,0,3
France-FR-1-90.txt,15165,0,2959,0,0,0,0,0,38,0,0,0,0,0,0,0,842,748,0,0,1,0,0,0,1409,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,220,0,0,0,1,1,0,0,1
France-FR-1-91.txt,8022,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,668,0,0,0,0,0,0,910,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,782,0,1,0,0,1,0,0,4
France-FR-1-92.txt,16515,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,1586,0,0,0,0,0,0,0,10278,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,206,0,0,0,0,0,0,0,5
France-FR-1-93.txt,233,0,0,0,0,0,58774,0,220,0,0,0,0,0,0,0,1656,0,0,0,0,0,143,0,2351,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1029,0,0,0,0,0,0,0,5
France-FR-1-97.txt,18759,0,0,0,0,0,1,0,37,0,0,0,0,0,0,0,1129,8140,0,0,3,0,0,0,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,268,0,0,0,0,3,0,0,6
